resource_code,name,resource_type,category,unit,base_price,min_price,max_price,currency,usage_count,source,region,specifications,is_active
RI_MEKAKA_KATO,Grade 3 worker,labor,Labor,hrs,15.2,15.2,15.2,EUR,2130,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 15.2, ""price_variants_count"": 1, ""avg_cost_per_use"": 1278.1, ""avg_quantity_per_use"": 84.0812, ""used_in_rate_codes"": 2130, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Earthworks"", ""parent_department"": ""MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HYDRO-MECHANIZATION, E"", ""parent_section"": ""SOIL DEVELOPMENT AND DRAINAGE CONSTRUCTION IN WATER MANAGEMENT CONSTRUCTION""}",True
MEPU-PU-KARI-KAPU_KAMEPURI,"MA-0115 oil paint, mummy, iron minium",material,Steel & Metal,kg,3.28,3.28,3.28,EUR,2013,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 3.28, ""price_variants_count"": 1, ""avg_cost_per_use"": 7.78, ""avg_quantity_per_use"": 2.3889, ""used_in_rate_codes"": 2013, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Earthworks"", ""parent_department"": ""OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS"", ""parent_section"": ""WATER DRAINAGE""}",True
ME_MEKAKA_TODX,Worker Category 1,labor,Labor,hrs,16.93,16.93,16.93,EUR,1933,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 16.93, ""price_variants_count"": 1, ""avg_cost_per_use"": 7871.19, ""avg_quantity_per_use"": 465.0566, ""used_in_rate_codes"": 1933, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Earthworks"", ""parent_department"": ""MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HYDRO-MECHANIZATION, E"", ""parent_section"": ""SOIL DEVELOPMENT BY HYDRO-MECHANIZATION""}",True
KAME-LI-RIKA-KAVO_KAKASAME,Colored cotton rags,material,General,kg,2.39,2.39,2.39,EUR,1881,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 2.39, ""price_variants_count"": 1, ""avg_cost_per_use"": 3.38, ""avg_quantity_per_use"": 1.468, ""used_in_rate_codes"": 1881, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Earthworks"", ""parent_department"": ""OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS"", ""parent_section"": ""REINFORCEMENT OF EARTHEN STRUCTURE SLOPES""}",True
ME_MEKAKA_SAKA,Worker Category 1,labor,Labor,hrs,19.67,19.67,19.67,EUR,1829,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 19.67, ""price_variants_count"": 1, ""avg_cost_per_use"": 4889.17, ""avg_quantity_per_use"": 248.542, ""used_in_rate_codes"": 1829, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Earthworks"", ""parent_department"": ""OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS"", ""parent_section"": ""EXCAVATION OF PERMANENTLY FROZEN AND ROCKY SOILS""}",True
ME_MEKAKA_PURI,Worker Category 1,labor,Labor,hrs,17.63,17.63,17.63,EUR,1798,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 17.63, ""price_variants_count"": 1, ""avg_cost_per_use"": 9258.28, ""avg_quantity_per_use"": 525.2102, ""used_in_rate_codes"": 1798, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Overhead work"", ""parent_department"": ""SOIL DEVELOPMENT WITH SINGLE-BUCKET EXCAVATORS"", ""parent_section"": ""BULLDOZER SLOPE FORMATION""}",True
DXME-KANE-KANE_KAPUVO,"Single-mast hoists, load capacity up to 500 kg, lifting height 45 m",equipment,Cranes,Machine hours,1.51,1.51,1.51,EUR,1750,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 1.51, ""price_variants_count"": 1, ""avg_cost_per_use"": 1.29, ""avg_quantity_per_use"": 0.8595, ""used_in_rate_codes"": 1750, ""row_type"": ""Resource"", ""is_material"": false, ""is_machine"": true, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Monolithic concrete and reinforced concrete structures"", ""parent_department"": ""OTHER WORKS"", ""parent_section"": ""Shotcrete application on concrete surfaces"", ""machine_class"": ""Lifting and transport machines and mechanisms, except cranes"", ""machinist_grade"": ""3.0"", ""electricity_kwh_per_hour"": 0.2, ""electricity_cost_per_unit"": 0.03}",True
ME_MEKAKA_TONE,Worker Category 1,labor,Labor,hrs,16.35,16.35,16.35,EUR,1726,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 16.35, ""price_variants_count"": 1, ""avg_cost_per_use"": 4980.66, ""avg_quantity_per_use"": 304.62, ""used_in_rate_codes"": 1726, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Earthworks"", ""parent_department"": ""OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS"", ""parent_section"": ""EXCAVATION OF PERMANENTLY FROZEN AND ROCKY SOILS""}",True
RISA-ME-KAME-KAPU_KAKATOME,"Coniferous wood sleeper, untreated, for broad gauge railways, type I",material,Wood & Timber,pcs,61.86,61.86,61.86,EUR,1707,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 61.86, ""price_variants_count"": 1, ""avg_cost_per_use"": 537.45, ""avg_quantity_per_use"": 8.688, ""used_in_rate_codes"": 1707, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Bridges and Pipes"", ""parent_department"": ""MISCELLANEOUS WORKS"", ""parent_section"": ""CONSTRUCTION OF GABION STRUCTURES""}",True
DXME-KANE-KATO_KANERI,Electric winches with pulling force up to TOME.TODX kN (TO.RI t),equipment,Hoists & Winches,Machine hours,0.52,0.52,0.52,EUR,1694,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 0.52, ""price_variants_count"": 1, ""avg_cost_per_use"": 14.01, ""avg_quantity_per_use"": 26.803, ""used_in_rate_codes"": 1694, ""row_type"": ""Resource"", ""is_material"": false, ""is_machine"": true, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Pile driving, sinking wells, soil stabilization"", ""parent_department"": ""SOIL STABILIZATION"", ""parent_section"": ""Soil cementation"", ""machine_class"": ""Lifting and transport machines and mechanisms, except cranes"", ""electricity_kwh_per_hour"": 0.39, ""electricity_cost_per_unit"": 0.05}",True
DXME-KANE-KATO_KANERI,Electricity: consumption KA.TODX kW·h/machine-hour,electricity,Electricity,Machine hours,0.05,0.05,0.05,EUR,1694,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 0.05, ""price_variants_count"": 1, ""avg_cost_per_use"": 1.48, ""avg_quantity_per_use"": 26.803, ""used_in_rate_codes"": 1694, ""row_type"": ""Electricity"", ""is_material"": false, ""is_machine"": true, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Pile driving, sinking wells, soil stabilization"", ""parent_department"": ""SOIL STABILIZATION"", ""parent_section"": ""Soil cementation"", ""machine_class"": ""Lifting and transport machines and mechanisms, except cranes"", ""electricity_kwh_per_hour"": 0.39, ""electricity_cost_per_unit"": 0.05}",True
PU_MEKAKA_KADXKA,Personnel: 1 person-hour/machine-hour,operator,Machine Operators,Machine hours,14.98,14.85,29.69,EUR,1652,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 14.85, ""price_variants_count"": 2, ""avg_cost_per_use"": 636.41, ""avg_quantity_per_use"": 42.8438, ""used_in_rate_codes"": 1568, ""row_type"": ""Machinist"", ""is_material"": false, ""is_machine"": true, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Earthworks"", ""parent_department"": ""MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HYDRO-MECHANIZATION, E"", ""parent_section"": ""SOIL EXCAVATION WITH SCRAPERS"", ""machine_class"": ""Earthmoving machinery"", ""machinist_grade"": ""9.0""}",True
KAME-LI-KADX-KARI_KAKATOME,ED-KZ waterproof short-delay electric detonators,material,Waterproofing,1000 pcs,4994.03,4994.03,4994.03,EUR,1647,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 4994.03, ""price_variants_count"": 1, ""avg_cost_per_use"": 804.46, ""avg_quantity_per_use"": 0.1731, ""used_in_rate_codes"": 1647, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Drilling and blasting"", ""parent_department"": ""LOOSENING ROCK SOIL WITH BLASTING CHARGES"", ""parent_section"": ""Loosening of rocky soils with borehole charges at a bench height of up to 0.5 m (surface leveling)""}",True
KAME-LI-MEME-KAPU_KAKASARI,"Uncoated welding wire SV-08G2S, diameter 2 mm",material,Welding Consumables,kg,2.9,2.9,2.9,EUR,1616,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 2.9, ""price_variants_count"": 1, ""avg_cost_per_use"": 38.42, ""avg_quantity_per_use"": 13.5551, ""used_in_rate_codes"": 1616, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Pile driving, sinking wells, soil stabilization"", ""parent_department"": ""SOIL STABILIZATION"", ""parent_section"": ""Construction of trenches under clay mortar""}",True
ME_MEKAKA_TOLI,Worker Category 1,labor,Labor,hrs,16.54,16.54,16.54,EUR,1611,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 16.54, ""price_variants_count"": 1, ""avg_cost_per_use"": 3868.64, ""avg_quantity_per_use"": 233.8704, ""used_in_rate_codes"": 1611, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Earthworks"", ""parent_department"": ""MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HYDRO-MECHANIZATION, E"", ""parent_section"": ""SOIL DEVELOPMENT BY HYDRO-MECHANIZATION""}",True
DXME-KANE-KATO_KANEKA,Electric winches with a pulling force of up to SA.LIDX kN (KA.SADX t),equipment,Hoists & Winches,Machine hours,0.26,0.26,0.26,EUR,1598,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 0.26, ""price_variants_count"": 1, ""avg_cost_per_use"": 0.62, ""avg_quantity_per_use"": 2.1957, ""used_in_rate_codes"": 1598, ""row_type"": ""Resource"", ""is_material"": false, ""is_machine"": true, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Metal building structures"", ""parent_department"": ""STRUCTURES"", ""parent_section"": ""BUNKERS, SILOS, DECOMPOSERS, THICKENERS"", ""machine_class"": ""Lifting and transport machines and mechanisms, except cranes"", ""electricity_kwh_per_hour"": 0.14, ""electricity_cost_per_unit"": 0.02}",True
KAPU-ME-KARI-KASA,Heavy concrete mixes,abstract_material,Concrete & Cement,m3,140.11,140.11,140.11,EUR,1589,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 140.11, ""price_variants_count"": 1, ""avg_cost_per_use"": 7131.71, ""avg_quantity_per_use"": 50.899, ""used_in_rate_codes"": 1589, ""row_type"": ""Abstract resource"", ""is_material"": false, ""is_machine"": false, ""is_abstract"": true, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Earthworks"", ""parent_department"": ""OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS"", ""parent_section"": ""SOIL COMPACTION"", ""abstract_common_name"": ""Heavy concrete mixes (BST) on"", ""abstract_variant_count"": 212, ""abstract_price_min"": 107.02, ""abstract_price_max"": 201.01, ""abstract_price_mean"": 141.33, ""abstract_tech_group"": ""MELI-KAME-KATOPU"", ""abstract_variable_parts"": ""granite crushed stone, class B10, F(1)100, W2 • granite crushed stone, class B10, F(1)100, W4 • granite crushed stone, class B10, F(1)50, W2 • granite crushed stone, class B10, F(1)75, W4 • granite crushed stone, class B12.5, F(1)100, W2 • granite crushed stone, class B12.5, F(1)100, W4 • granite cr""}",True
TO_RIKAKA_KAME,Category I engineer,labor,Labor,person-hour,27.46,27.46,27.46,EUR,1536,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 27.46, ""price_variants_count"": 1, ""avg_cost_per_use"": 3718.09, ""avg_quantity_per_use"": 135.3824, ""used_in_rate_codes"": 1536, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""COMMISSIONING"", ""parent_collection"": ""Electrical equipment"", ""parent_department"": ""SYNCHRONOUS GENERATORS AND EXCITERS"", ""parent_section"": ""GENERATORS""}",True
PU_MEKAKA_KAVOKA,Personnel: 2 man-hours/machine-hour,operator,Machine Operators,Machine hours,17.38,13.9,83.38,EUR,1525,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 13.9, ""price_variants_count"": 4, ""avg_cost_per_use"": 611.4, ""avg_quantity_per_use"": 29.544, ""used_in_rate_codes"": 1405, ""row_type"": ""Machinist"", ""is_material"": false, ""is_machine"": true, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Earthworks"", ""parent_department"": ""MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HYDRO-MECHANIZATION, E"", ""parent_section"": ""SOIL EXCAVATION BY EXCAVATORS WITH LOADING ONTO DUMP TRUCKS"", ""machine_class"": ""Earthmoving machinery"", ""machinist_grade"": ""8.0"", ""electricity_kwh_per_hour"": 171.6, ""electricity_cost_per_unit"": 22.89}",True
ME_MEKAKA_TOME,Worker Category 1,labor,Labor,hrs,15.39,15.39,15.39,EUR,1517,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 15.39, ""price_variants_count"": 1, ""avg_cost_per_use"": 2972.51, ""avg_quantity_per_use"": 193.1154, ""used_in_rate_codes"": 1517, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Earthworks"", ""parent_department"": ""MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HYDRO-MECHANIZATION, E"", ""parent_section"": ""SOIL DEVELOPMENT AND DRAINAGE CONSTRUCTION IN WATER MANAGEMENT CONSTRUCTION""}",True
DXME-MEPU-KASA_KAMERI,"General purpose semi-trailers, load capacity up to 15 t",equipment,Trucks & Vehicles,Machine hours,4.4,4.4,4.4,EUR,1515,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 4.4, ""price_variants_count"": 1, ""avg_cost_per_use"": 9.31, ""avg_quantity_per_use"": 2.1166, ""used_in_rate_codes"": 1515, ""row_type"": ""Resource"", ""is_material"": false, ""is_machine"": true, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Wells"", ""parent_department"": ""WELL DRILLING"", ""parent_section"": ""OTHER TYPES OF DRILLING"", ""machine_class"": ""Transportation equipment for transporting construction materials""}",True
TO_RIKAKA_KARI,Category II Engineer,labor,Labor,person-hour,25.04,25.04,25.04,EUR,1512,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 25.04, ""price_variants_count"": 1, ""avg_cost_per_use"": 2639.31, ""avg_quantity_per_use"": 105.4181, ""used_in_rate_codes"": 1512, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""COMMISSIONING"", ""parent_collection"": ""Electrical equipment"", ""parent_department"": ""SYNCHRONOUS GENERATORS AND EXCITERS"", ""parent_section"": ""EXCITATION SYSTEMS""}",True
ME_MEKAKA_PUME,Worker Category 1,labor,Labor,hrs,17.37,17.37,17.37,EUR,1507,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 17.37, ""price_variants_count"": 1, ""avg_cost_per_use"": 10348.15, ""avg_quantity_per_use"": 595.6684, ""used_in_rate_codes"": 1507, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Drilling and blasting"", ""parent_department"": ""LOOSENING OF ROCK SOILS WITH CHAMBER CHARGES, MASSIVE BLASTING OF SOILS FOR EJECTING AND DISPOSING O"", ""parent_section"": ""MASS BLASTING OF SOILS WITH CHAMBER CHARGES FOR EJECTING AND DISPOSING OF UP TO 80% OF THE DESIGNED ""}",True
KALI-RI-KALI-MERI_KAKAKAME,"Auxiliary metal structures predominantly made of thick-gauge steel or rolled sections, with or without holes",material,Steel & Metal,t,4036.39,4036.39,4036.39,EUR,1498,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 4036.39, ""price_variants_count"": 1, ""avg_cost_per_use"": 1388.25, ""avg_quantity_per_use"": 0.4245, ""used_in_rate_codes"": 1498, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Pile driving, sinking wells, soil stabilization"", ""parent_department"": ""PILE DRIVING"", ""parent_section"": ""PILE DRIVING WORK PERFORMED FROM THE GROUND""}",True
DXME-MEKA-KAME_KAKARI,"Filling and pressure testing units, flow rate up to 300 m3/h",equipment,General,Machine hours,87.34,87.34,87.34,EUR,1439,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 87.34, ""price_variants_count"": 1, ""avg_cost_per_use"": 1066.67, ""avg_quantity_per_use"": 12.2124, ""used_in_rate_codes"": 1439, ""row_type"": ""Resource"", ""is_material"": false, ""is_machine"": true, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Metal building structures"", ""parent_department"": ""STRUCTURES"", ""parent_section"": ""TANKS, GAS TANKS"", ""machine_class"": ""Machines for the construction of main pipelines"", ""machinist_grade"": ""5.0""}",True
DXME-KANE-KATO_KASASA,Electric winches with a pulling force of MEDX.NERI kN (2 t),equipment,Hoists & Winches,Machine hours,0.45,0.45,0.45,EUR,1428,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 0.45, ""price_variants_count"": 1, ""avg_cost_per_use"": 17.72, ""avg_quantity_per_use"": 39.7806, ""used_in_rate_codes"": 1428, ""row_type"": ""Resource"", ""is_material"": false, ""is_machine"": true, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Earthworks"", ""parent_department"": ""OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS"", ""parent_section"": ""EXCAVATION OF PERMANENTLY FROZEN AND ROCKY SOILS"", ""machine_class"": ""Lifting and transport machines and mechanisms, except cranes"", ""electricity_kwh_per_hour"": 0.39, ""electricity_cost_per_unit"": 0.05}",True
DXME-KANE-KATO_KASASA,Electricity: consumption KA.TODX kW·h/machine-hour,electricity,Electricity,Machine hours,0.05,0.05,0.05,EUR,1428,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 0.05, ""price_variants_count"": 1, ""avg_cost_per_use"": 2.11, ""avg_quantity_per_use"": 39.7806, ""used_in_rate_codes"": 1428, ""row_type"": ""Electricity"", ""is_material"": false, ""is_machine"": true, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Earthworks"", ""parent_department"": ""OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS"", ""parent_section"": ""EXCAVATION OF PERMANENTLY FROZEN AND ROCKY SOILS"", ""machine_class"": ""Lifting and transport machines and mechanisms, except cranes"", ""electricity_kwh_per_hour"": 0.39, ""electricity_cost_per_unit"": 0.05}",True
ME_MEKAKA_TORI,Worker Category 1,labor,Labor,hrs,15.58,15.58,15.58,EUR,1420,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 15.58, ""price_variants_count"": 1, ""avg_cost_per_use"": 2507.9, ""avg_quantity_per_use"": 160.9293, ""used_in_rate_codes"": 1420, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Earthworks"", ""parent_department"": ""MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HYDRO-MECHANIZATION, E"", ""parent_section"": ""SOIL DEVELOPMENT BY HYDRO-MECHANIZATION""}",True
RI_MEKAKA_KANE,Grade 6 worker,labor,Labor,hrs,22.99,22.99,22.99,EUR,1405,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 22.99, ""price_variants_count"": 1, ""avg_cost_per_use"": 1938.35, ""avg_quantity_per_use"": 84.3031, ""used_in_rate_codes"": 1405, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Earthworks"", ""parent_department"": ""OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS"", ""parent_section"": ""PREPARATORY WORK RELATED TO LOGGING AND CLEARING OF AREAS AND ROUTES""}",True
